Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
0,0,0,35.789185,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,180
1,0,0,35.789185,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,180
2,0,0,35.789185,416.66666,416.66666,571.4286,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,180
3,0,0,37.594635,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,0,416.66666,135
4,0,0,35.789185,416.66666,416.66666,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,180
0,0,1,35.789185,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,442.81253
1,0,1,35.789185,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,442.81253
2,0,1,35.789185,416.66666,416.66666,571.4286,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,442.81253
3,0,1,37.594635,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,0,416.66666,252.81253
4,0,1,35.789185,416.66666,416.66666,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,442.81253
0,0,2,35.789185,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,442.81253
1,0,2,35.789185,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,442.81253
2,0,2,35.789185,416.66666,416.66666,571.4286,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,442.81253
3,0,2,37.594635,416.66666,416.66666,761.9048,3.40E+38,3.40E+38,0,0,0,0,416.66666,252.81253
4,0,2,35.789185,416.66666,416.66666,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,416.66666,442.81253
0,1,0,45.66565,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,442.81253
1,1,0,45.66565,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,442.81253
2,1,0,45.66565,516.6667,516.6667,571.4286,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,442.81253
3,1,0,52.44464,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,7.63E-06,516.6667,252.81253
4,1,0,45.66565,516.6667,516.6667,3.40E+38,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,442.81253
0,1,1,45.66565,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,366.68747
1,1,1,45.66565,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,366.68747
2,1,1,45.66565,516.6667,516.6667,571.4286,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,366.68747
3,1,1,52.44464,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,7.63E-06,516.6667,176.68748
4,1,1,45.66565,516.6667,516.6667,3.40E+38,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,366.68747
0,1,2,45.66565,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,366.68747
1,1,2,45.66565,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,366.68747
2,1,2,45.66565,516.6667,516.6667,571.4286,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,366.68747
3,1,2,52.44464,516.6667,516.6667,761.9048,3.40E+38,3.40E+38,0,0,0,7.63E-06,516.6667,176.68748
4,1,2,45.66565,516.6667,516.6667,3.40E+38,3.40E+38,3.40E+38,0,0,0,2.67E-05,516.6667,366.68747
0,2,0,55.822998,600,600,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,600,366.68747
1,2,0,55.822998,600,600,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,600,366.68747
2,2,0,84.39441,571.4286,600,571.4286,3.40E+38,3.40E+38,0,0,0,28.571438,571.4286,366.68747
3,2,0,64.285706,571.4286,571.4286,761.9048,3.40E+38,3.40E+38,0,0,0,0,571.4286,176.68748
4,2,0,52.07959,571.4286,571.4286,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-05,571.4286,366.68747
0,2,1,55.822998,600,600,761.9048,3.40E+38,3.40E+38,0,0,0,2.67E-05,600,303.25
1,2,1,55.822998,600,600,761.9048,649.5342,3.40E+38,0,0,0,2.67E-05,600,303.25
2,2,1,112.96582,571.4286,628.5714,571.4286,3.40E+38,3.40E+38,0,0,0,57.14285,571.4286,324.99997
